,age,expenses,financial_status,experience,estimated_period,unwilling_toAccept,scenario,sum_scores,salary
1657,1,3,4,2,3,2,2,3,90793155
1658,4,2,4,1,1,4,3,3,85939570
1659,1,1,1,1,1,1,1,1,18203091
1660,1,2,3,7,2,3,4,4,41423644
1661,2,3,4,4,2,3,4,4,28050459
1662,3,3,3,6,1,4,2,4,61595897
1663,1,1,1,1,1,1,1,1,89917382
1664,4,1,3,4,1,1,2,3,29819241
1665,3,3,2,6,4,2,3,4,4542830
1666,1,2,1,3,4,1,4,3,75403809
1667,1,1,1,1,1,1,1,1,35208236
1668,1,1,1,1,1,1,1,1,53946008
1669,4,4,4,8,4,4,4,5,6726789
1670,4,4,3,8,3,2,2,4,58572783
1671,1,1,1,1,1,1,1,1,61848768
1672,1,4,4,2,2,4,4,3,69667937
1673,1,1,4,3,3,1,2,2,79463071
1674,4,4,4,6,4,4,4,5,18058417
1675,4,4,1,2,3,2,3,3,19575842
1676,4,4,4,6,4,4,4,5,2752501
1677,1,3,4,2,2,2,1,2,48308221
1678,1,1,3,1,4,2,2,2,28580532
1679,3,4,4,2,3,2,1,3,86349519
1680,3,2,4,2,2,4,3,3,99567405
1681,1,3,3,3,4,4,4,4,93184006
1682,3,4,2,3,4,3,3,4,74520469
1683,1,1,1,1,1,1,1,1,91334509
1684,3,4,1,1,2,2,4,3,42548452
1685,1,1,1,1,1,1,1,1,75241645
1686,1,4,3,2,2,3,4,3,24834613
1687,4,4,4,6,4,4,4,5,61566026
1688,4,3,1,2,3,4,1,3,50290866
1689,4,1,3,3,3,2,4,3,90324826
1690,1,4,4,1,4,1,4,3,18939325
1691,2,2,3,8,2,3,1,3,45320726
1692,3,4,4,6,4,4,4,5,20328233
1693,1,2,1,4,2,1,3,2,89341361
1694,4,4,4,8,4,4,4,5,66512493
1695,3,2,2,2,2,4,4,3,97798184
1696,3,3,1,3,2,2,1,2,25876340
1697,3,2,1,4,1,4,4,3,22064643
1698,3,1,4,7,1,2,3,3,11576814
1699,1,1,1,1,1,1,1,1,44537661
1700,4,3,4,3,4,4,4,4,3149230
1701,4,1,2,2,4,1,4,3,44064176
1702,4,4,4,5,4,4,4,5,95307112
1703,2,3,4,7,3,1,2,4,16192761
1704,1,3,4,3,2,1,2,3,68077848
1705,2,3,1,3,2,1,4,3,98589314
1706,3,4,4,7,2,2,2,4,78416991
1707,2,2,4,1,2,4,1,3,37708480
1708,2,2,1,8,4,1,2,3,36885615
1709,4,2,1,4,3,1,3,3,20458543
1710,1,1,1,1,1,1,1,1,94329542
1711,3,3,3,4,1,3,4,3,23617322
1712,1,1,1,1,1,1,1,1,83593758
1713,4,1,2,3,4,1,1,3,26003350
1714,2,3,1,4,2,2,2,3,16287135
1715,3,1,4,1,2,4,4,3,27887460
1716,2,2,4,7,1,3,2,3,56494998
1717,1,2,2,4,1,2,3,2,11834838
1718,1,4,4,3,1,1,4,3,72047866
1719,2,3,1,5,1,4,1,3,26226354
1720,1,4,4,4,3,2,1,3,10017963
1721,1,1,1,1,1,1,1,1,58416877
1722,4,3,3,7,1,2,2,4,6505811
1723,2,1,3,5,3,1,1,3,85433912
1724,4,4,4,5,4,4,4,5,47598765
1725,1,1,1,1,1,1,1,1,91216504
1726,2,2,2,1,1,1,2,2,38530647
1727,1,4,3,5,4,2,1,3,30087280
1728,4,4,2,6,3,4,2,4,24261570
1729,1,4,4,2,4,4,2,3,71095104
1730,4,4,4,8,4,4,4,5,68325457
1731,3,1,2,6,4,1,3,3,2601659
1732,3,2,1,2,2,3,1,2,52420298
1733,1,1,1,1,1,1,1,1,75166581
1734,3,3,2,5,1,1,3,3,39471764
1735,4,4,1,2,1,2,4,3,3661617
1736,1,3,3,8,4,2,2,4,93330404
1737,1,1,3,3,2,1,2,2,86842911
1738,1,1,1,1,1,1,1,1,96593938
1739,2,1,2,4,2,2,4,3,95952110
1740,4,1,2,7,1,4,2,3,52197402
1741,3,3,1,1,2,4,1,2,25297383
1742,4,4,4,7,4,4,4,5,46660786
1743,4,1,3,8,2,2,2,4,62776829
1744,2,2,4,4,4,4,3,4,56795741
1745,3,3,3,8,1,3,1,4,11228517
1746,3,4,4,5,1,3,2,4,74601250
1747,4,2,1,3,4,3,1,3,5236364
1748,1,1,1,1,1,1,1,1,29306190
1749,1,1,1,1,1,1,1,1,95580095
1750,4,3,3,2,2,4,2,3,67586910
1751,1,2,2,2,1,2,3,2,31856977
1752,4,3,3,6,2,1,4,4,24489636
1753,1,1,1,1,1,1,1,1,18510349
1754,3,3,4,1,1,3,4,3,45934055
1755,1,4,2,3,1,4,3,3,36238603
1756,1,1,1,1,1,1,1,1,23306019
1757,2,4,2,3,2,4,4,3,63483204
1758,1,1,1,1,1,1,1,1,9173574
1759,2,2,2,5,3,2,4,3,57540630
1760,2,2,2,7,1,3,2,3,36659973
1761,2,4,4,6,4,3,3,4,89012398
1762,4,1,4,6,3,1,2,3,61745277
1763,1,1,1,1,1,1,1,1,42998231
1764,1,4,3,5,1,2,2,3,11040076
1765,4,3,2,2,1,2,3,3,36198867
1766,4,3,2,3,3,4,2,3,66519424
1767,4,4,4,6,4,4,4,5,45967779
1768,2,3,4,6,2,1,3,3,31942622
1769,1,1,1,1,1,1,1,1,11698715
1770,1,1,2,7,4,1,2,3,94099776
1771,2,2,3,6,1,4,1,3,91752295
1772,4,4,4,8,4,4,4,5,20202560
1773,2,1,4,4,3,4,2,3,69343425
1774,2,4,4,1,3,3,4,3,27346962
1775,4,4,2,8,2,2,3,4,50941755
1776,4,4,1,2,2,1,3,3,82676352
1777,1,1,1,1,1,1,1,1,59173945
1778,1,1,1,1,1,1,1,1,32146128
1779,2,4,4,4,3,2,2,3,89079956
1780,3,2,3,1,2,3,1,2,52046650
1781,3,3,1,1,3,4,4,3,54959336
1782,3,2,4,1,3,2,4,3,53427031
1783,3,4,1,1,3,1,3,3,5151869
1784,2,3,2,2,2,4,2,3,61630808
1785,2,1,1,6,3,2,3,3,54676037
1786,1,1,2,4,1,4,2,2,68185222
1787,1,4,4,6,1,2,4,4,91636875
1788,4,1,2,7,2,2,3,3,89644518
1789,2,4,4,4,1,3,1,3,31985302
1790,4,4,4,5,4,4,4,5,74277500
1791,4,1,4,7,1,3,3,4,19171305
1792,2,2,3,7,2,3,3,4,13415905
1793,2,1,4,8,1,4,2,4,16305728
1794,2,4,1,6,3,2,2,3,92646677
1795,4,1,4,6,3,3,2,4,68744526
1796,4,1,3,1,2,3,4,3,53830276
1797,1,1,3,4,3,2,2,3,3448232
1798,4,4,2,7,3,3,2,4,82309075
1799,1,2,2,1,3,1,3,2,88778349
1800,4,3,3,2,3,3,4,4,97922678
1801,2,4,1,3,3,2,2,3,49472799
1802,2,4,1,6,4,2,3,4,66349998
1803,2,2,3,5,1,1,4,3,11947050
1804,4,4,3,7,4,4,1,5,8748402
1805,4,1,4,8,4,2,4,5,39315035
1806,4,3,1,4,2,1,3,3,42154236
1807,1,4,3,6,4,4,1,4,79178951
1808,4,2,3,7,4,2,1,4,75898068
1809,2,2,1,7,2,4,2,3,65435427
1810,1,4,1,4,1,1,2,2,24166372
1811,4,1,4,5,1,3,1,3,54694787
1812,3,3,4,2,3,2,1,3,94393317
1813,4,3,3,8,4,4,2,5,13044357
1814,2,4,3,5,2,4,2,4,69728516
1815,1,1,4,7,2,3,1,3,86945266
1816,1,3,2,4,3,1,3,3,74144783
1817,1,1,3,8,1,1,3,3,19079387
1818,4,4,3,2,2,4,1,3,77681684
1819,4,4,4,6,4,4,4,5,15846444
1820,3,3,1,5,4,1,2,3,27781201
1821,3,1,4,6,4,3,4,4,94877944
1822,2,3,4,8,2,4,3,4,53819265
1823,3,4,4,5,3,2,3,4,95551330
1824,3,4,1,5,3,3,4,4,24094350
1825,2,4,2,2,1,1,4,3,92097376
1826,2,2,2,2,1,2,4,2,24362194
1827,1,2,1,4,1,4,4,3,82240897
1828,4,2,4,4,1,3,3,3,6805117
1829,4,4,4,8,4,4,4,5,5135124
1830,4,4,4,7,4,4,4,5,76831280
1831,3,4,2,5,4,2,3,4,88893538
1832,1,2,4,5,4,1,2,3,73857569
1833,4,1,1,4,4,4,3,3,12979627
1834,4,1,4,4,4,2,2,3,14438572
1835,2,3,1,5,4,4,2,3,25633397
1836,3,3,1,2,3,4,4,3,79570239
1837,3,4,2,7,1,4,4,4,74769362
1838,4,1,1,7,1,4,3,3,20970774
1839,3,1,1,2,3,4,2,3,90155075
1840,1,1,4,8,3,3,1,3,36288221
1841,4,3,1,8,4,2,4,4,97568532
1842,2,3,1,2,4,1,1,2,72990404
1843,2,3,4,8,3,2,3,4,46472719
1844,4,4,4,8,4,4,4,5,38844824
1845,4,4,4,6,4,4,4,5,42879613
1846,4,2,4,8,3,3,4,5,85119869
1847,4,4,4,7,4,4,4,5,40145006
1848,2,1,4,4,2,3,2,3,92103467
1849,2,4,4,6,2,4,4,4,23426728
1850,3,4,2,6,2,2,4,4,52939329
1851,1,1,1,1,1,1,1,1,28305819
1852,4,4,4,7,4,4,2,5,26349484
1853,3,1,2,6,1,3,1,3,68703149
1854,3,2,2,6,2,3,2,3,72413273
1855,3,3,1,1,1,1,3,2,4673196
1856,2,4,4,4,1,4,3,4,38398811
1857,1,3,2,4,3,1,3,3,21696218
1858,4,1,4,4,2,4,3,4,97635100
1859,4,3,4,1,3,1,1,3,19708766
1860,3,3,1,1,1,4,3,3,60978154
1861,4,1,2,3,1,4,4,3,93554790
1862,2,2,2,2,2,2,4,3,15192364
1863,2,3,4,5,1,2,3,3,36496303
1864,3,3,3,1,3,4,4,3,8434052
1865,1,3,2,4,3,1,4,3,1931087
1866,3,1,3,3,3,3,2,3,30513002
1867,3,1,2,2,1,1,4,2,99159578
1868,3,1,3,4,3,4,2,3,37674451
1869,1,1,1,1,1,1,1,1,35126129
1870,2,3,4,2,2,1,3,3,72546575
1871,4,4,2,6,2,4,2,4,29339688
1872,1,3,2,2,2,4,2,3,88948653
1873,3,4,2,8,4,3,1,4,69477733
1874,2,2,3,3,1,3,2,3,23181167
1875,3,2,2,5,1,2,3,3,81100343
1876,2,4,3,3,4,4,1,3,48176501
1877,4,4,1,6,3,3,3,4,55080936
1878,2,2,4,3,2,1,4,3,67056110
1879,1,3,2,3,1,3,4,3,16841759
1880,1,3,3,1,3,3,1,2,48404910
1881,1,1,1,1,1,1,1,1,71042739
1882,4,2,3,7,3,2,3,4,62239754
1883,3,1,2,7,1,4,4,4,28617432
1884,2,1,3,2,2,3,1,2,14715316
1885,1,3,3,3,2,1,2,2,52159216
1886,3,4,1,1,1,2,1,2,87457953
1887,1,1,1,7,2,4,2,3,47560711
1888,1,2,2,1,1,3,2,2,3647761
1889,4,4,4,7,4,4,4,5,52747636
1890,1,1,3,5,1,4,4,3,33534356
1891,2,4,4,1,1,3,1,3,13996126
1892,1,2,4,4,2,4,4,3,97266517
1893,1,1,1,1,1,1,1,1,29840249
1894,1,1,1,6,3,4,1,3,45495725
1895,3,3,4,2,1,1,2,3,10114774
1896,1,2,1,7,2,3,3,3,61151867
1897,2,4,4,4,2,1,4,3,56275580
1898,2,4,3,3,1,4,1,3,83441822
1899,4,2,3,4,4,1,3,3,25992928
1900,2,2,1,8,1,1,1,3,45411098
1901,4,4,4,7,4,4,4,5,90406656
1902,2,1,3,2,2,2,2,2,32171186
1903,4,1,4,2,3,2,3,3,19371100
1904,2,4,1,1,4,4,2,3,18917245
1905,1,1,1,1,1,1,1,1,62229491
1906,4,2,2,4,3,2,3,3,23483738
1907,4,2,4,3,2,1,1,3,95222304
1908,1,1,1,1,1,1,1,1,66132569
1909,1,1,1,1,1,1,1,1,3990635
1910,1,2,2,1,3,1,1,2,12780427
1911,1,2,2,3,4,1,1,2,33485842
1912,1,1,1,1,1,1,1,1,89124979
1913,2,1,1,6,1,3,4,3,2297369
1914,3,3,3,1,4,3,4,3,36530314
1915,4,4,4,7,1,4,4,5,36653729
1916,1,1,1,1,1,1,1,1,60234217
1917,4,4,4,8,4,4,4,5,96759708
1918,3,1,1,3,2,3,3,3,21579543
1919,2,2,3,1,4,4,2,3,25081272
1920,2,1,4,7,3,1,3,3,92355355
1921,3,4,1,6,2,4,4,4,78855810
1922,2,2,3,5,3,4,2,3,20868657
1923,4,3,1,4,4,2,1,3,21414180
1924,2,1,3,8,4,1,3,4,4689028
1925,4,3,4,7,3,4,4,5,75049162
1926,4,1,1,6,1,4,1,3,58291657
1927,2,4,3,1,4,1,3,3,5170756
1928,2,4,3,6,1,4,2,4,45365459
1929,4,2,3,5,1,3,2,3,61548413
1930,2,2,2,3,1,3,3,3,63897952
1931,1,1,1,1,1,1,1,1,94185444
1932,3,1,3,5,4,2,1,3,40453354
1933,2,3,1,1,4,3,1,2,2072111
1934,4,1,3,3,3,1,3,3,21528006
1935,1,1,1,1,1,1,1,1,58087751
1936,2,3,4,4,1,4,1,3,10305587
1937,3,1,4,1,4,3,3,3,55132021
1938,3,1,4,8,1,3,3,4,39629756
1939,1,1,3,1,4,3,3,3,2833856
1940,2,3,2,7,3,2,2,3,98073795
1941,1,3,3,8,2,3,3,4,57085577
1942,3,1,2,5,3,3,3,3,24960477
1943,3,3,3,7,1,4,2,4,31616727
1944,2,3,4,8,4,1,2,4,75928201
1945,4,1,4,3,4,2,2,3,41623637
1946,3,3,1,2,3,1,3,3,96395927
1947,1,1,1,1,1,1,1,1,93520328
1948,4,1,4,4,1,1,4,3,85241860
1949,1,4,3,4,2,3,2,3,34544807
1950,2,4,4,2,4,3,4,4,90072895
1951,2,2,3,5,4,1,1,3,41165616
1952,4,3,3,6,4,4,2,4,48488187
1953,3,2,3,1,4,1,4,3,52823695
1954,1,1,1,1,1,1,1,1,35788240
1955,2,3,4,4,3,1,1,3,2254754
1956,3,1,3,3,1,1,3,2,44371104
1957,4,4,4,5,4,4,4,5,86523146
1958,1,3,2,1,1,2,2,2,86646267
1959,1,3,1,5,3,4,4,3,12191017
1960,2,2,2,3,2,2,3,3,56713949
1961,3,1,1,8,1,3,4,3,5234572
1962,1,4,2,6,2,1,3,3,99040047
1963,4,1,2,5,4,3,3,4,24733033
1964,2,1,1,1,1,4,3,2,64645452
1965,1,4,3,8,2,3,3,4,78841410
1966,2,4,1,3,3,3,3,3,23562842
1967,2,4,1,4,1,1,2,2,18400390
1968,3,2,4,8,3,3,4,5,25626232
1969,3,1,4,7,4,1,2,4,10870641
1970,3,4,4,2,4,1,4,4,73402815
1971,3,3,1,2,4,4,3,3,15549433
1972,2,2,3,6,1,4,3,3,31409751
1973,1,1,1,1,1,1,1,1,88854466
1974,2,3,1,2,4,2,4,3,42944039
1975,3,4,2,7,4,4,2,4,70336061
1976,2,1,2,4,1,1,4,2,33911758
1977,1,2,3,6,1,4,2,3,61270706
1978,3,4,2,8,3,4,3,5,15070463
1979,2,2,4,3,4,2,2,3,74387303
1980,1,1,1,1,1,1,1,1,35618476
1981,3,1,3,6,2,3,2,3,95044136
1982,4,3,3,8,2,3,4,5,72202852
1983,1,4,3,8,2,1,3,4,11472609
1984,3,3,1,3,2,2,2,3,51416127
1985,2,3,1,5,3,1,3,3,65767991
1986,1,2,1,2,1,4,4,2,74837061
1987,4,4,4,7,4,4,4,5,81120712
1988,4,2,4,5,3,2,2,4,23547436
1989,1,1,1,1,1,1,1,1,48854748
1990,1,1,1,1,1,1,1,1,9248841
1991,2,4,2,3,3,4,1,3,97780325
1992,4,1,1,5,3,2,1,3,43305183
1993,1,1,1,1,1,1,1,1,97914382
1994,2,2,4,6,4,4,3,4,84631133
1995,3,1,1,8,1,4,2,3,55343132
1996,1,1,2,1,3,2,4,2,24016254
1997,3,2,2,7,1,3,3,3,95502609
1998,1,1,1,1,1,1,1,1,56711939
1999,1,1,2,4,3,3,1,2,27303848
2000,4,4,4,5,4,4,4,5,54446169
2001,4,3,1,7,3,3,3,4,65379198
2002,1,1,3,7,4,1,4,3,29580609
2003,3,4,2,1,1,1,1,2,99700781
2004,3,1,4,1,3,2,3,3,73391102
2005,4,4,1,5,1,2,1,3,10830179
2006,2,2,2,2,1,3,2,2,90070413
2007,4,1,3,7,2,4,1,4,30033891
2008,4,4,4,7,4,3,4,5,43912702
2009,4,2,3,6,2,4,2,4,25102960
2010,2,2,2,5,2,1,1,2,47179275
2011,1,1,1,1,1,1,1,1,15334365
2012,3,1,2,6,1,3,3,3,87258177
2013,1,4,3,8,4,2,3,4,30073911
2014,4,4,4,7,4,4,4,5,53138625
2015,2,2,2,6,1,4,3,3,89055224
2016,2,4,2,5,4,3,2,4,46388165
2017,4,4,4,6,4,4,4,5,27730303
2018,4,4,2,5,3,3,2,4,12076058
2019,4,1,2,7,4,4,1,4,13604702
2020,4,4,4,7,4,4,4,5,42249534
2021,2,1,1,2,4,2,1,2,16556004
2022,2,1,2,5,3,3,1,3,37578717
2023,2,3,2,1,3,2,3,3,20005465
2024,4,2,2,8,1,3,1,3,32707340
2025,4,4,4,5,4,4,4,5,13837804
2026,1,1,1,1,1,1,1,1,55191785
2027,2,3,2,7,1,2,4,3,15111295
2028,1,2,2,6,2,3,4,3,59735024
2029,1,1,1,1,1,1,1,1,37966852
2030,1,1,3,1,3,1,4,2,36683182
2031,1,3,3,4,1,2,2,3,80649220
2032,4,3,4,7,2,2,1,4,44613336
2033,1,4,1,3,3,4,1,3,55846654
2034,3,1,1,8,4,1,1,3,75216740
2035,3,3,1,1,4,1,3,3,90387501
2036,4,4,4,7,4,4,4,5,9735617
2037,2,2,2,4,3,1,1,2,75763189
2038,4,4,4,6,4,4,4,5,90156849
2039,3,3,2,4,2,4,4,4,75253166
2040,4,2,1,2,1,3,3,3,99862567
2041,3,1,4,6,1,4,3,4,97791762
2042,3,3,4,1,4,1,4,3,40618663
2043,1,3,3,5,1,1,1,2,66888519
2044,3,3,4,1,1,2,3,3,62755891
2045,1,3,1,6,1,4,4,3,30429590
2046,4,2,3,7,4,4,4,5,41914388
2047,4,4,1,7,2,2,4,4,18981941
2048,3,3,2,1,1,4,2,3,66741251
2049,1,2,3,8,2,3,1,3,44794912
2050,3,4,4,1,1,3,1,3,54537211
2051,4,4,2,6,2,1,4,4,60940386
2052,4,1,2,1,3,3,4,3,30766375
2053,2,2,4,2,2,2,3,3,26954850
2054,4,1,4,2,2,2,1,3,95398900
2055,2,1,4,1,2,3,2,2,48130800
2056,1,2,3,7,2,4,4,4,24548899
2057,1,1,1,1,1,1,1,1,55325602
2058,1,1,1,8,3,2,2,3,43785373
2059,4,4,3,1,4,4,2,4,28560285
2060,1,1,1,1,1,1,1,1,16350243
2061,1,1,3,2,3,1,3,2,31404429
2062,2,2,3,5,2,4,1,3,22802107
2063,2,2,1,4,1,3,4,3,31069048
2064,4,2,3,5,4,3,1,4,41268279
2065,4,4,1,1,3,4,3,3,87094958
2066,1,2,3,5,1,3,3,3,95313055
2067,1,1,3,6,3,1,2,3,64674785
2068,3,2,4,2,3,4,4,4,36205300
2069,4,3,3,5,3,1,2,3,83336997
2070,1,1,1,1,1,1,1,1,80484550
2071,2,3,3,8,1,2,4,4,39706340
2072,4,4,4,7,4,4,4,5,3989178
2073,1,3,2,2,1,3,4,3,28106851
2074,4,4,4,8,1,4,1,4,5587039
2075,3,2,2,5,4,2,2,3,12210531
2076,3,3,3,5,1,4,2,3,56179487
2077,3,1,2,6,1,3,4,3,10086459
2078,1,1,2,5,1,3,2,2,46081248
2079,1,1,1,1,1,1,1,1,2367585
2080,1,1,1,1,1,1,1,1,86979862
2081,4,3,3,5,4,2,3,4,25491007
2082,2,4,2,2,4,1,1,3,48271042
2083,3,2,4,5,1,4,1,3,52153665
2084,4,3,2,7,4,2,1,4,93368786
2085,2,4,4,5,3,2,2,4,76869607
2086,4,2,3,8,4,3,4,5,74671711
2087,3,3,1,1,3,4,2,3,93402496
2088,2,2,2,5,4,3,3,3,75856816
2089,1,4,2,7,3,4,3,4,74291019
2090,1,1,1,6,1,3,3,3,10624349
2091,1,1,1,1,1,1,1,1,83389477
2092,3,3,4,7,3,1,3,4,97948066
2093,2,1,1,8,3,2,1,3,75285620
2094,1,1,1,1,1,1,1,1,86277317
2095,4,2,2,7,2,1,2,3,74471907
2096,3,3,4,1,3,2,2,3,68027065
2097,1,1,1,1,1,1,1,1,60888644
2098,1,1,4,5,2,1,2,3,87770065
2099,3,1,2,7,1,1,1,3,87042448
2100,1,4,4,4,4,3,1,3,71679688
2101,1,1,1,1,1,1,1,1,74383934
2102,3,4,2,7,3,2,3,4,70939952
2103,1,1,3,3,4,2,1,2,44125144
2104,3,2,1,5,2,3,1,3,73724237
2105,2,4,2,8,1,1,3,3,1996564
2106,1,1,1,1,1,1,1,1,18991929
2107,3,4,3,2,4,2,4,4,12359272
2108,3,2,3,6,2,3,1,3,90660347
2109,2,4,2,5,1,3,4,3,2266848
2110,4,4,4,7,4,4,4,5,44967507
2111,3,1,3,8,2,2,3,4,14727267
2112,1,1,1,1,1,1,1,1,64109512
2113,3,2,3,7,4,4,3,4,24558898
2114,1,4,1,4,2,3,3,3,79888126
2115,4,1,3,6,1,2,1,3,66730024
2116,3,3,1,1,2,3,2,2,14808529
2117,1,1,1,1,1,1,1,1,94046070
2118,1,4,3,7,1,3,1,3,57195987
2119,1,4,4,1,1,1,4,3,33641580
2120,3,3,3,5,4,2,2,4,96849834
2121,2,3,2,6,1,4,2,3,28444272
2122,4,4,4,7,4,4,4,5,38328119
2123,1,2,1,1,3,4,1,2,53059655
2124,3,1,3,8,4,4,3,4,66772865
2125,3,2,2,1,1,1,4,2,98942398
2126,3,4,2,4,1,1,3,3,4040026
2127,1,3,1,3,4,2,3,3,62027640
2128,1,3,3,4,3,2,2,3,65693623
2129,1,1,1,1,1,1,1,1,77160777
2130,2,1,1,1,3,3,3,2,46057900
2131,4,4,4,5,4,4,4,5,55238222
2132,1,1,1,1,1,1,1,1,81487091
2133,2,1,2,3,2,1,1,2,15589894
2134,2,3,4,1,1,1,2,2,39846631
2135,4,2,2,1,3,2,3,3,4987273
2136,4,3,1,1,1,4,4,3,62681760
2137,1,3,4,2,1,1,4,3,35823906
2138,2,1,4,7,3,2,3,4,64436495
2139,4,3,4,8,3,1,2,4,74075994
2140,3,3,2,3,3,4,1,3,51515238
2141,4,2,1,1,4,2,1,2,24265486
2142,3,1,2,3,3,4,2,3,44292868
2143,4,2,4,2,3,3,2,3,36598436
2144,4,2,4,6,3,3,1,4,18712261
2145,3,2,1,3,1,4,4,3,20859100
2146,1,1,1,1,1,1,1,1,93498169
2147,4,1,4,1,2,1,3,3,16080720
2148,4,1,2,6,1,3,4,3,48169887
2149,4,3,2,2,3,4,4,4,91302828
2150,1,1,1,1,1,1,1,1,38532964
2151,1,1,2,4,2,4,3,3,35819535
2152,4,3,2,8,3,3,4,5,25356827
2153,4,2,3,6,2,2,2,3,81291242
2154,4,4,4,7,4,4,4,5,26438519
2155,4,3,3,7,2,3,1,4,2852620
2156,4,3,2,7,3,3,3,4,77461620
2157,2,4,3,7,2,3,2,4,94099304
2158,2,2,4,5,1,3,4,3,52824308
2159,4,4,1,6,4,4,4,5,72351782
2160,2,4,2,5,2,4,1,3,56869745
2161,3,1,3,1,4,2,1,2,71867751
2162,3,3,3,8,2,4,1,4,96448829
2163,1,2,3,7,2,3,4,4,83909613
2164,4,1,1,8,2,1,2,3,51945673
2165,2,4,4,4,4,4,1,4,55051069
2166,1,1,1,1,1,1,1,1,51913127
2167,4,4,4,8,4,4,4,5,36568423
2168,1,4,2,2,4,3,3,3,92012040
2169,2,2,2,1,1,2,3,2,4226799
2170,1,2,4,6,2,4,3,4,26187367
2171,2,3,1,4,4,1,1,3,27864327
2172,1,1,4,1,3,4,2,3,59702606
2173,1,1,1,1,1,1,1,1,30034636
2174,1,2,2,1,2,1,3,2,90686053
2175,3,2,4,1,3,1,3,3,66302010
2176,4,4,1,4,1,2,3,3,1938687
2177,1,3,4,2,1,1,4,3,23664322
2178,1,1,1,1,1,1,1,1,2069173
2179,3,2,1,6,1,2,4,3,52848609
2180,3,1,2,6,2,4,4,4,59736490
2181,2,1,2,6,1,2,3,3,72367563
2182,4,1,2,2,3,2,1,2,38808004
2183,4,4,4,5,2,1,2,4,63909338
2184,1,1,1,1,1,1,1,1,89369629
2185,3,3,3,4,3,4,1,3,2474450
2186,4,4,4,7,4,4,4,5,26511023
2187,3,3,3,4,1,4,1,3,70695416
2188,3,1,1,5,3,2,2,3,18002781
2189,3,1,3,2,3,3,1,3,27164527
2190,1,2,3,3,3,4,2,3,69243417
2191,4,4,4,7,4,4,4,5,57047681
2192,2,2,3,4,4,1,1,3,63621381
2193,3,3,1,5,3,4,3,4,52623298
2194,4,2,2,4,3,4,1,3,48661444
2195,1,1,2,3,1,4,2,2,97801263
2196,3,4,3,2,2,3,1,3,83082080
2197,2,2,4,2,1,3,2,3,27764684
2198,3,4,1,4,4,3,4,4,90291618
2199,3,1,1,4,2,2,1,2,45395958
2200,4,1,4,1,2,3,4,3,41458202
2201,2,2,3,7,2,3,4,4,93029492
2202,3,3,1,1,3,4,1,3,5117513
2203,4,1,1,3,1,3,3,3,82457854
2204,1,2,2,6,4,1,1,3,50075742
2205,1,1,2,8,2,3,3,3,13908125
2206,4,4,3,5,3,2,2,4,31602026
2207,4,3,2,8,2,1,2,4,88903802
2208,2,1,4,5,1,1,3,3,29226539
2209,1,4,4,1,4,3,2,3,38092092
2210,4,4,4,6,4,4,4,5,77569011
2211,2,3,1,7,2,2,1,3,15685301
2212,1,1,1,1,1,1,1,1,76884575
2213,2,4,2,1,3,2,3,3,7130731
2214,4,4,1,2,4,2,3,3,11279924
2215,1,2,1,3,2,1,3,2,64973389
2216,2,2,4,6,2,1,2,3,49871247
2217,4,2,3,3,4,4,3,4,28912555
2218,2,4,1,4,4,2,4,3,52482006
2219,4,4,2,4,2,1,3,3,3927861
2220,2,3,3,5,4,4,3,4,75639513
2221,2,4,1,2,3,3,4,3,37773813
2222,2,2,4,1,2,1,4,3,89488830
2223,2,2,2,7,2,1,2,3,85265093
2224,3,1,1,6,2,4,2,3,40582077
2225,4,4,4,5,4,4,4,5,66874210
2226,2,3,3,7,3,3,1,4,55271106
2227,1,4,2,2,1,3,2,2,28932192
2228,2,2,1,2,4,2,3,3,83282468
2229,3,2,4,3,3,4,3,4,12334092
2230,1,3,4,7,3,1,4,4,16735839
2231,2,1,3,6,2,3,2,3,10580363
2232,4,3,3,4,2,2,3,3,60721925
2233,3,4,1,2,4,2,3,3,35031388
2234,4,1,3,7,1,3,1,3,30303802
2235,1,1,3,3,3,2,4,3,97312633
2236,1,1,1,1,1,1,1,1,67795946
2237,4,4,4,7,4,4,4,5,54681861
2238,1,1,1,1,1,1,1,1,33283371
2239,4,1,4,2,3,2,3,3,62581341
2240,3,2,2,7,3,2,2,3,51837084
2241,1,3,1,3,2,1,2,2,26243204
2242,1,4,3,8,4,2,3,4,54000695
2243,3,1,2,8,2,3,3,4,25714421
2244,4,2,4,2,3,4,1,3,69305494
2245,2,1,3,6,1,4,1,3,76258084
2246,4,2,1,8,1,4,1,3,62445777
2247,1,3,3,3,3,4,2,3,94935892
2248,1,1,3,1,4,4,4,3,51007002
2249,4,1,3,8,3,1,1,3,84023619
2250,3,2,2,8,1,2,4,4,68934351
2251,1,1,3,1,2,2,4,2,38308456
2252,4,3,4,1,3,3,2,3,98142963
2253,4,2,3,8,2,2,2,4,5924474
2254,2,1,4,8,1,4,4,4,9569348
2255,2,2,1,5,2,3,2,3,44805459
2256,4,4,4,8,4,4,4,5,87329219
2257,3,1,4,4,4,3,3,4,14110663
2258,1,1,1,1,1,1,1,1,35599850
2259,1,3,3,7,3,3,1,3,6133672
2260,2,3,3,3,4,1,1,3,10592987
2261,3,1,1,4,4,2,2,3,83261010
2262,4,4,4,6,4,4,4,5,77414334
